dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,3.972986,2.500000,0.973986,0.210266,-0.854847,0.000000,0.000000
0.010000,3.975046,2.500000,0.976046,0.201718,-0.854847,-0.000000,0.000000
0.010000,3.977021,2.500000,0.978021,0.193169,-0.854847,0.000000,0.000000
0.010000,3.978910,2.500000,0.979910,0.184621,-0.854847,0.000000,0.000000
0.010000,3.980713,2.500000,0.981713,0.176072,-0.854847,-0.000000,0.000000
0.010000,3.982431,2.500000,0.983431,0.167524,-0.854847,0.000000,0.000000
0.010000,3.984063,2.500000,0.985063,0.158975,-0.854847,0.000000,0.000000
0.010000,3.985610,2.500000,0.986610,0.150427,-0.854847,-0.000000,0.000000
0.010000,3.987072,2.500000,0.988072,0.141879,-0.854847,0.000000,0.000000
0.010000,3.988448,2.500000,0.989448,0.133330,-0.854847,0.000000,0.000000
0.010000,3.989739,2.500000,0.990739,0.124782,-0.854847,-0.000000,0.000000
0.010000,3.990944,2.500000,0.991944,0.116233,-0.854847,0.000000,0.000000
0.010000,3.992063,2.500000,0.993063,0.107685,-0.854847,0.000000,0.000000
0.010000,3.993097,2.500000,0.994097,0.099136,-0.854847,0.000000,0.000000
0.010000,3.994046,2.500000,0.995046,0.090588,-0.854847,-0.000000,0.000000
0.010000,3.994909,2.500000,0.995909,0.082039,-0.854847,0.000000,0.000000
0.010000,3.995687,2.500000,0.996687,0.073491,-0.854847,0.000000,0.000000
0.010000,3.996381,2.500000,0.997381,0.065371,-0.811960,4.288746,0.000000
0.010000,3.996997,2.500000,0.997997,0.057726,-0.764468,4.749151,0.000000
0.010000,3.997538,2.500000,0.998538,0.050557,-0.716977,4.749151,0.000000
0.010000,3.998010,2.500000,0.999010,0.043862,-0.669485,4.749151,0.000000
0.010000,3.998418,2.500000,0.999418,0.037642,-0.621994,4.749151,0.000000
0.010000,3.998765,2.500000,0.999765,0.031897,-0.574502,4.749151,0.000000
0.010000,3.999058,2.500000,1.000058,0.026627,-0.527011,4.749151,0.000000
0.010000,3.999300,2.500000,1.000300,0.021832,-0.479519,4.749151,0.000000
0.010000,3.999497,2.500000,1.000497,0.017511,-0.432028,4.749151,0.000000
0.010000,3.999653,2.500000,1.000653,0.013666,-0.384536,4.749151,0.000000
0.010000,3.999773,2.500000,1.000773,0.010296,-0.337045,4.749151,0.000000
0.010000,3.999861,2.500000,1.000861,0.007400,-0.289553,4.749151,0.000000
0.010000,3.999923,2.500000,1.000923,0.004979,-0.242062,4.749151,0.000000
0.010000,3.999963,2.500000,1.000963,0.003034,-0.194570,4.749151,0.000000
0.010000,3.999986,2.500000,1.000986,0.001563,-0.147079,4.749151,0.000000
0.010000,3.999997,2.500000,1.000997,0.000567,-0.099587,4.749151,0.000000
0.010000,4.000000,2.500000,1.001000,0.000046,-0.052096,4.749151,0.000000
0.010000,4.000000,2.500000,1.001000,0.000000,-0.004604,4.749151,0.000000
0.010000,4.000000,2.500000,1.001000,0.000000,0.000000,0.460405,0.000000
